10000 50000
840 2359 317
8032 7344 410
1270 9008 250
1171 1363 182
6728 3228 151
5069 8904 313
2054 9177 22
2183 1977 935
88 7301 533
995 7901 506
7854 9222 356
5099 336 512
1600 7735 204
3684 343 845
4230 2279 70
4499 3630 996
9002 6455 851
5569 3048 32
6356 2361 427
3921 9892 822
1405 9519 172
9259 7559 533
9807 3407 264
7557 1866 304
5697 9228 22
4105 601 519
3837 8093 776
2664 2498 324
817 7902 104
946 7326 91
6330 404 586
8226 2583 609
7700 4557 440
936 6034 901
3976 1266 924
4343 9504 882
630 174 194
5758 7671 451
8127 8383 518
776 1703 305
9591 5846 642
3723 926 739
1354 2318 448
8833 7940 605
6001 7414 996
67 4994 973
5841 2580 356
8472 8315 621
6619 2023 302
7058 837 589
2398 6181 163
4313 9751 317
7408 9053 817
7200 616 33
3008 3397 102
1487 961 125
8106 4214 676
7100 1659 467
4200 193 308
2380 868 164
6834 900 602
8453 9294 256
7644 6971 717
5543 2996 678
7903 1762 154
525 7540 287
9447 7829 5
3047 9356 586
70 6146 890
6149 6448 17
2150 306 824
8321 5568 126
7843 7259 310
5413 903 702
7051 1203 240
3484 8509 751
93 9219 899
8731 5554 4
2881 8788 675
4542 3184 679
6054 6124 457
5623 2897 422
7606 1493 287
4912 6296 994
6331 4974 250
9236 6726 498
1264 1524 797
6023 9774 556
9887 6342 955
9978 5161 4
256 4656 451
6483 7300 182
1414 1923 969
7772 1709 681
6589 2632 336
439 9197 607
9863 9323 794
3555 700 91
249 9189 863
1075 8347 912
6613 1278 15
1787 8184 535
4202 5855 766
3327 6641 947
1475 6697 267
9210 1758 221
7419 895 687
9801 3255 447
3951 2857 105
1230 7134 247
6385 3253 86
6651 5681 471
5276 3697 145
5327 2140 240
5154 9212 88
2302 3684 11
4261 9021 274
9162 9806 216
5959 9257 779
7162 5738 378
8747 4643 53
418 8301 932
8346 8240 951
129 9206 775
7506 4225 513
2487 7577 559
8612 3513 414
8530 8321 161
2089 3796 484
8824 6492 48
852 1997 171
1732 2440 471
4428 7778 457
8405 6578 861
6511 7428 876
7523 4663 993
3936 4056 533
101 7681 457
8015 6086 930
5575 1877 574
6814 5366 835
5321 7160 265
4191 1463 699
7949 4185 782
7263 7570 104
1714 357 988
4050 47 923
9623 4393 644
1884 3436 938
2064 9910 496
6701 3300 234
1611 3609 624
2894 8071 500
1475 4395 223
8309 700 249
3294 7488 967
1048 3756 740
482 363 185
4171 757 19
4415 6659 343
2650 9642 339
1793 2021 669
2291 5346 960
7986 1877 935
9877 6838 585
1086 2100 530
1430 302 159
8582 6470 677
7447 500 557
287 5462 918
1289 8006 105
2961 4432 280
8864 2751 371
6323 8879 287
9354 982 962
258 3585 430
5732 4248 177
3247 386 406
6852 8080 242
7667 5741 289
1615 2702 679
1652 1413 54
2241 9442 686
9444 3804 2
1161 4763 531
969 3743 742
6653 5197 863
5412 355 669
9750 2078 282
2744 4083 655
4033 5924 875
137 156 552
3777 8089 163
3131 242 89
6355 113 993
9258 3062 729
9993 4558 968
4563 4363 537
6781 5208 731
171 6369 346
4367 1197 392
5962 872 888
8064 3961 403
7788 7014 867
102 6498 698
3126 9432 68
9710 8161 678
7997 2660 702
8402 5999 171
3907 4170 698
6324 3764 5
1970 6254 580
2420 7610 19
4071 2575 680
3843 9717 771
2213 8509 143
3353 8983 470
4498 3782 681
859 557 979
989 8357 388
885 5632 832
1593 7327 658
3794 3374 413
496 8246 744
2397 2112 343
4511 2219 885
1489 7055 313
731 7137 468
6783 6784 179
5635 4211 85
3022 2765 667
8903 3043 855
8131 9187 840
1792 9190 353
6190 8266 122
9055 4365 554
3233 9077 50
8832 6635 920
9008 5604 956
3127 3914 84
6628 6492 654
9898 6455 908
9615 7872 322
7454 7166 24
9303 7277 464
2588 5858 707
8952 1166 888
3781 4913 741
8424 3946 651
910 2912 619
6327 2198 862
9904 8154 72
1217 4442 855
6669 9758 629
8284 7126 87
1867 6580 543
5859 730 79
3787 2517 829
9531 668 265
9511 6906 814
167 7461 579
2558 1307 718
377 7259 668
821 3651 146
3188 4141 583
4782 5034 859
6707 4475 22
9907 3742 241
5313 547 398
9465 5332 6
1160 4495 216
3761 4281 262
352 43 320
5441 8972 369
8657 948 182
6606 2180 30
8786 6836 353
6068 1863 808
1832 687 140
9231 5258 207
6428 8763 314
878 2078 487
8011 9394 858
7923 4393 20
3794 798 421
5605 3080 715
2179 2063 175
3507 7405 894
109 3704 947
1726 8155 943
4944 5673 837
575 2478 78
207 8634 509
2556 828 23
5223 899 67
501 9412 362
2340 4452 932
8863 9227 336
5384 3490 864
9519 4077 345
4395 8273 579
9971 1399 971
8706 1977 372
7376 6083 379
3009 4352 93
9720 9387 306
7299 8076 145
6557 2685 836
5152 9567 897
1252 2311 3
9136 3230 846
8882 4535 930
4540 101 436
2908 1399 951
8398 4954 725
124 7963 700
7460 8731 427
9739 8568 150
3321 1408 738
8875 2275 631
3808 8242 500
1449 6940 717
2859 4104 968
2219 7359 564
2536 2126 193
5695 1140 580
4945 8853 167
152 6380 609
5031 2158 283
6238 753 46
6062 4707 131
8986 8625 454
5483 6401 214
6351 905 723
6525 6366 741
3789 6742 788
2180 1213 894
3354 1328 117
7223 1945 201
621 2551 357
2072 9491 282
6893 3780 560
2290 42 697
3625 8757 704
3355 1602 301
8078 7354 858
8124 5409 665
3189 8657 992
887 4497 655
1820 5634 40
9343 755 749
8959 8693 475
4503 8182 993
9491 4695 714
1904 7693 876
948 3370 702
9390 8734 147
6226 4607 235
6755 9721 483
2617 530 282
6885 8058 841
8976 7972 688
3413 9136 393
8958 7117 645
2593 7468 108
9418 7044 346
7376 7693 482
1563 5243 175
9295 9906 72
1038 433 687
7348 7298 956
859 227 916
9759 4953 888
5365 5117 133
5721 7707 93
9553 2103 369
946 6202 40
4158 5818 420
2856 224 9
2357 6066 3
5684 3579 187
9833 824 511
7202 5675 989
752 3433 37
291 3885 387
9641 3474 598
5885 5039 619
3998 8166 759
4913 6573 269
8032 3718 421
3438 3439 311
2427 8453 991
2992 5009 766
7321 5228 518
2298 935 928
8942 1578 671
9874 2059 168
8411 202 333
3953 4105 145
5104 7892 951
6939 9714 292
65 2768 171
6936 283 591
2828 1107 108
8667 1138 533
3450 8994 571
2797 6787 196
2672 3802 274
4528 9605 605
9524 297 236
8962 5134 961
6535 6512 539
7842 3300 204
5162 7624 615
7799 213 354
5496 5365 37
7716 2662 987
2037 6576 524
37 6384 563
9581 4461 750
4531 4492 675
6074 7735 816
2126 8287 258
3627 3510 543
3776 4327 857
9926 6881 946
7782 1561 319
6742 6704 7
6272 9839 106
8194 842 453
1756 6082 157
4483 3536 586
6036 7452 19
9629 4149 788
2624 7555 435
2843 6741 95
6763 8943 804
7761 4467 198
7322 8782 295
8306 9173 718
7386 5411 886
5732 3656 327
2154 1158 589
131 8210 120
2241 6429 52
6060 5945 442
5650 8048 811
3986 2089 864
1157 132 848
8293 9969 730
9946 7959 661
8430 5429 100
7009 9708 814
828 4332 22
8868 1271 778
9868 3155 31
2842 708 124
4866 5114 936
9095 6109 737
4062 5070 311
6018 5664 33
9216 6243 537
5176 936 189
6012 4143 224
651 9791 498
7936 7486 895
8965 7711 942
7238 6629 705
1083 622 584
1808 5393 711
2950 4289 86
9234 471 510
2967 3677 519
4306 1826 88
133 1264 708
3118 974 70
7885 2147 811
4839 1439 262
9800 5674 603
2598 2437 787
3487 1115 204
5249 1798 644
1280 9093 749
9126 4329 457
9927 8809 143
8751 617 804
815 1044 792
4945 8858 577
927 1935 923
4529 529 116
5035 4643 346
1975 5851 591
393 6744 41
496 6659 621
5390 1775 243
3672 2235 277
4929 6841 324
2450 7228 821
306 9119 986
1620 8920 261
8543 8931 173
9215 1637 66
9430 1987 411
2969 9072 192
3563 9785 297
8728 9637 855
9349 2718 351
1113 5716 179
900 6689 776
1232 9315 359
3696 5367 861
4195 7299 173
5588 6469 330
874 2912 801
283 5455 584
3774 8400 749
8931 49 679
7103 7655 248
8068 5899 698
928 4443 152
5190 3607 196
6643 322 505
7753 6517 231
8407 2594 835
9492 3461 631
3360 5498 811
4747 9057 341
2880 2724 99
7398 6984 576
6922 1797 684
3427 4947 632
3634 8531 154
3751 1330 1000
7377 8899 599
587 8900 538
8569 136 382
7931 5176 218
5784 6957 550
7652 3247 215
454 7715 438
3790 5942 217
9410 7538 344
2375 8296 440
6580 4580 563
256 3910 516
4242 5518 394
1785 5520 454
4925 708 906
1927 1544 481
7888 286 462
5263 8819 474
4769 9951 608
8015 642 781
3557 5269 937
17 6374 367
5933 8918 714
6504 70 557
5495 6556 290
9852 5188 247
2814 2497 269
7629 5322 685
3708 2881 136
8035 3887 87
6809 9437 453
2617 2905 953
5838 8414 135
7762 9278 764
8338 2599 421
4509 8267 62
5153 464 123
3839 2512 469
4693 82 969
4328 3667 652
6174 1243 219
1632 6857 803
6690 1211 928
9238 7399 647
400 4705 483
4710 2999 445
1277 66 130
4431 1951 540
2547 8255 689
5904 592 386
5625 9519 351
872 459 2
6709 5963 909
1514 6538 855
6159 7292 554
6185 7431 899
7237 3644 531
299 9385 173
9040 3322 291
8039 7994 635
2234 6110 188
7903 2263 6
9823 4748 752
310 2824 430
3835 9309 509
1746 9799 801
80 3342 553
4906 80 430
7779 5929 226
4510 4933 523
7366 4282 755
4764 1276 678
5301 369 703
4137 5374 268
3176 2495 605
947 748 294
9347 7260 110
461 711 869
1406 893 641
3348 648 713
3312 1716 583
9932 3503 150
9295 7020 993
6632 3179 112
9729 4412 17
6056 1115 997
4844 3144 678
6354 791 497
5336 12 549
2082 7933 552
3986 9072 430
4108 6894 81
1798 7657 574
2801 6555 583
9931 2975 499
6234 8667 71
6208 3254 301
1975 3364 916
4556 229 920
8061 5773 647
9933 1893 669
178 2292 918
4118 5420 146
8214 2570 375
1821 3845 316
8285 3638 992
3578 95 787
7983 4658 43
2019 7784 442
2493 9885 455
7420 8370 285
7314 3752 281
1346 3657 232
547 4177 320
7297 6329 822
4615 7200 587
3285 9810 260
5527 1677 780
6708 7328 196
3408 4123 595
9052 339 153
855 1063 58
6766 5679 366
1059 7089 621
1579 6195 882
9123 1990 87
3544 934 217
7405 5119 674
8688 7542 326
2348 5388 710
2781 7535 449
1530 4088 988
5616 5588 198
8026 1438 215
4381 5278 192
4014 7339 867
7514 9301 775
5177 3186 104
5497 8761 14
7974 8925 211
1945 5659 925
188 8269 662
9004 8132 788
4984 2077 458
9298 913 879
2508 2571 644
824 9502 315
3848 803 608
186 1000 345
8868 5336 431
8324 720 689
9096 132 13
5017 5600 345
6208 3525 3
8932 3594 765
9834 7078 345
1762 1423 773
2472 5553 618
1603 1817 98
6663 9024 455
7976 5722 714
8827 2561 910
37 1553 82
3674 7333 959
4689 4606 184
8445 2190 391
5864 9373 593
8100 7963 886
7057 6351 337
5743 6199 16
8558 3274 382
6124 8117 329
7690 7069 153
6209 8606 117
3104 8277 7
7020 2108 110
1821 5681 322
8538 2104 322
9420 2992 288
5568 4053 391
3849 4562 316
4203 7690 131
4224 5263 918
2612 8449 728
593 9974 421
2215 7530 925
6884 3636 251
6598 286 201
9839 8675 559
8344 9976 741
4531 4537 366
9945 4881 395
4043 8462 752
8041 5683 74
9373 3286 778
2017 8092 37
8373 8695 920
7818 3321 591
6685 100 745
9895 7352 185
961 8994 540
3081 4001 185
5332 5844 490
3262 2613 749
4161 6143 559
7142 4447 47
5587 4638 447
6894 514 206
8855 6091 719
7449 9710 717
4419 4249 152
6405 3448 158
9911 4006 469
2991 2511 672
8787 6982 528
1966 3364 650
9722 561 963
1934 2578 448
4898 3383 623
7687 6520 778
5270 2640 539
178 2512 515
3297 1307 776
6340 9425 500
1728 8165 486
706 3896 979
4232 2930 375
8954 9284 6
8829 9507 846
6042 2500 322
3636 1874 293
1811 3393 295
8808 8978 28
4146 4140 900
1827 9074 264
2687 4551 230
735 9950 433
5070 3214 35
8332 374 772
1023 1922 224
5013 6119 659
4409 5296 710
1435 9689 454
152 9242 86
5044 7909 309
4012 808 354
1697 5308 410
8110 6211 174
1980 3540 982
798 5008 549
1242 3287 847
9932 147 894
5197 330 804
1250 7070 943
1765 4112 299
6389 5186 597
2353 7933 95
639 2696 884
6803 6384 507
349 1387 30
2393 8837 149
1546 7902 450
8444 9685 840
5648 4843 90
1074 3387 884
8155 8942 804
8584 4736 54
2217 2352 569
2382 5764 704
7673 904 585
1609 1850 757
3234 6810 149
5846 1328 687
1869 6318 510
2526 7511 511
7407 2902 930
2750 4461 137
1390 605 384
3407 7741 730
6559 7155 548
5054 5946 98
1789 7789 914
9876 7567 857
4904 1501 783
3010 8127 603
7334 3493 394
8722 6137 62
5317 6070 698
8895 9022 449
9947 1237 693
6673 4928 569
662 602 653
8729 2782 639
9397 8571 115
610 6677 532
629 4878 177
6059 1830 805
8446 4442 60
8901 1782 274
1553 2996 31
8358 5970 713
4420 7811 714
3919 4299 43
2123 4991 971
961 9174 343
2018 8138 277
8782 4388 922
8770 7931 690
9050 9844 507
5960 6509 629
9002 1076 449
8005 7709 831
3507 3149 943
3829 5637 343
1110 4408 501
4791 3706 777
3613 7878 644
2943 5723 525
7525 9021 534
2143 2462 618
1718 5732 753
9506 6051 710
8197 6717 776
1553 5873 70
3215 4782 676
7802 3940 239
9705 2464 165
3390 6394 693
1655 4048 415
7612 8954 461
7508 11 633
6287 5326 291
242 3450 723
7416 7802 973
720 7399 352
3431 4537 365
5463 9798 148
2709 4274 879
8719 1316 545
7460 3772 396
6537 3515 594
1604 6205 593
1627 7204 228
7468 870 338
6667 1177 615
8118 2728 836
2431 7779 845
2795 4112 186
422 2321 764
762 885 264
5054 848 770
8703 1593 450
7895 5123 663
8028 4488 832
319 5934 261
8148 1304 857
4149 8587 410
5815 2863 687
2076 8902 25
2824 9119 768
8288 3629 438
9714 8102 672
3244 9637 8
2823 5012 493
6314 3031 236
8601 5754 114
2687 5877 75
6144 6090 82
9761 3465 110
3455 4423 955
9344 7907 736
9262 3491 764
4534 3145 670
2710 5911 990
3887 4136 274
3838 7764 881
1716 9616 264
5675 3981 846
1183 930 678
8512 4492 469
2807 844 331
5759 7319 347
228 6447 897
4021 4134 435
4862 1840 493
8806 9486 220
5005 5949 856
1583 6667 423
6293 2404 617
2326 1384 552
8515 1564 842
2922 8461 2
9482 9162 398
3642 6290 261
4600 1217 903
6458 7409 258
8097 6806 493
5392 722 635
6816 2178 936
39 1246 458
5279 6061 552
2621 850 354
1895 7065 420
7571 2728 573
922 6671 868
5199 2555 3
6169 4056 264
1622 7122 391
3340 5504 641
2382 1717 367
1085 5971 325
602 3464 900
160 9954 447
9745 6358 117
7684 6005 998
3550 78 688
40 2758 168
1983 9387 561
9260 3053 974
5522 6931 656
9523 1232 539
6681 9972 558
5558 1545 108
4450 9450 692
7151 2668 398
4397 4967 243
4812 9935 519
2055 2689 371
4082 5922 39
8148 849 899
3150 3671 642
9492 4486 842
610 6071 604
3337 6157 966
6095 7182 979
7465 7390 875
6271 4677 474
5890 9623 588
4495 2267 789
2050 6510 658
6922 3854 48
372 606 785
7040 170 702
3715 9372 844
3670 8585 827
8073 3698 228
6377 4744 286
6369 3309 564
4552 2412 815
8471 3297 70
1365 2823 911
3218 613 960
3043 4077 656
4122 6407 417
4320 6629 739
1158 1536 722
1113 1552 735
726 8069 863
709 5432 595
7308 6263 324
1360 6115 295
4259 6089 373
8839 1322 316
2211 5749 941
3887 5431 913
8381 7735 861
6806 9661 992
7529 4182 73
5390 2018 530
6735 4393 291
5274 7246 300
3448 4878 780
7952 3820 875
2598 5387 972
2923 7336 480
2255 4450 906
4547 8511 697
2532 4556 174
8571 4448 971
9010 6158 450
9205 5627 66
8974 1774 317
2482 8552 990
1608 3629 73
8995 7266 24
9183 8048 732
6591 6258 39
6740 5339 651
4212 2583 295
1516 9170 397
5682 3281 235
3717 4509 415
3871 3989 463
2651 1788 108
2403 4430 369
657 2491 240
3184 3311 312
4953 1742 774
3767 6622 531
8491 4363 481
5964 2505 15
1719 3997 899
4020 3894 48
9649 8943 808
6373 5050 113
6825 1502 753
4147 4393 336
9647 7749 376
9355 8185 491
858 4898 753
847 1483 381
1441 1824 174
1591 5373 591
7927 3108 680
7306 400 109
9988 7894 806
2578 310 921
7015 708 323
4801 7809 530
5776 6413 496
2458 6698 437
6924 5241 725
3353 985 260
7837 8791 728
5737 282 678
1465 6639 654
4153 1223 438
7784 8375 881
2836 9643 699
7178 3925 876
6513 7487 838
1998 3118 702
6096 964 445
832 4283 791
7973 7752 289
6055 1137 245
8745 5663 72
9540 7584 608
669 23 490
5917 1243 289
1424 8590 70
2074 9221 715
3726 1778 915
2748 8640 323
6337 6131 208
7685 3776 84
4601 5680 682
7187 5429 296
286 3600 666
9810 82 34
5069 2493 484
7715 8041 480
1742 9006 91
7243 5012 725
9502 2681 218
6255 3389 96
5961 2621 463
5540 639 572
3825 350 791
7148 6794 955
9588 7324 475
4683 6726 300
570 9942 367
1147 1113 419
5501 3224 739
9631 8586 148
1623 9172 228
3826 2217 121
3110 359 141
4220 2891 882
9264 3325 949
5390 4402 58
2632 152 454
8400 9555 974
6896 9348 457
8072 5255 847
6414 9154 244
7281 616 495
9316 4367 448
7935 8638 308
474 117 869
4794 390 190
4632 9212 10
9418 6538 210
2498 3608 909
4958 3429 558
3618 2375 34
1565 3026 840
5599 5970 940
2116 2397 335
5347 3819 314
5766 670 987
1688 6099 218
417 2070 918
8515 9100 640
122 2120 140
1963 2590 798
1307 5338 300
2155 7695 418
3750 7610 898
2176 1343 42
7345 9707 688
2698 5130 449
5204 4144 75
3055 6774 66
2879 5970 489
9952 6378 736
984 5635 548
7000 3850 537
8134 9414 464
3935 3491 502
6712 6365 328
7728 7913 734
9192 5274 522
3433 9831 864
1284 3760 59
9745 5357 659
1934 3650 537
6342 766 265
1853 3604 653
3116 2270 58
6341 920 184
6870 6840 932
7607 9499 806
6837 399 843
3620 7648 779
5593 64 272
845 7093 500
5100 234 640
2991 6072 637
3314 3971 132
2029 5849 534
6548 6999 909
9538 8126 714
5261 7188 437
2743 2689 392
3092 826 971
7025 7990 244
5739 9148 17
2734 5740 779
2712 9715 293
8478 7450 917
8505 8494 283
3550 2319 226
9115 307 216
7243 4407 467
1398 2643 564
5278 8474 1
5484 6081 946
9817 494 563
5453 8432 348
4224 3767 403
4447 9892 171
4118 5927 265
7645 7362 526
8965 7707 266
1112 3035 581
5455 9972 143
7569 3125 794
6546 7727 529
2664 6366 604
2214 4595 439
9916 5499 154
2868 4149 663
618 1444 277
7625 9908 157
511 2932 949
9091 8961 730
6857 643 49
7608 9163 968
1889 996 97
3718 3884 975
4664 9611 465
829 5359 11
7121 6627 196
7154 8274 795
7541 3249 488
289 5794 955
2948 4059 910
5236 5825 594
1776 920 252
8009 3820 189
3109 4913 131
198 7847 514
1795 7188 977
6073 8464 85
8930 9181 291
3447 8472 224
7170 9052 928
408 8356 24
286 5693 144
6211 7526 145
4631 5225 338
2303 1347 299
1406 7999 525
6439 3069 256
390 1925 368
4110 9754 918
9648 4659 181
7445 1613 682
4476 9345 636
883 7459 714
5393 6609 16
4165 6888 593
9938 7605 906
5539 3338 498
7240 1916 334
1408 4484 581
4512 4588 258
4033 9394 155
4092 9143 611
7144 7654 157
6309 5863 419
7791 6353 431
1712 5478 804
3788 588 453
7882 9679 196
4695 7869 306
6876 3855 164
7322 2340 562
7957 5384 412
2919 6113 439
9627 9912 388
2691 5546 128
8065 5287 551
4808 4094 147
3028 1337 479
2739 9198 896
2465 1715 173
820 962 681
717 5894 491
8511 9136 34
8928 5374 957
998 3316 71
1000 9930 590
5336 6496 428
6474 7079 57
3565 5605 71
9257 6063 179
1418 1084 987
3327 5834 434
9705 3481 978
2333 7662 783
3040 9763 100
6480 6213 414
9944 6556 676
8700 3229 908
7911 5234 446
4892 9866 760
3398 2597 914
1423 3608 843
3545 5787 798
7026 5077 639
5150 4218 388
8751 2877 112
3822 4296 604
3886 5419 800
8392 1373 743
7016 6611 850
1570 6571 15
2900 1729 601
5727 5675 970
5786 500 821
9020 6263 438
2983 4083 325
3830 8635 768
4472 3918 80
5023 4090 308
9750 6255 236
8665 1981 212
5417 9176 890
9094 1680 664
6142 6288 910
6058 4741 264
3396 8431 863
4873 44 188
6774 2169 316
9366 8665 453
9736 969 199
976 2819 902
6178 3632 787
3599 1892 338
5818 6148 256
2480 1382 544
3650 7448 928
3902 9626 929
9395 9989 228
2398 8528 330
4445 9746 50
6187 9828 476
9170 5023 919
8552 5265 639
3470 7655 636
643 7466 379
1679 7016 382
386 456 888
33 9403 127
6815 5353 117
3213 7832 112
1450 8516 740
7149 1211 726
8947 2979 597
2346 8658 307
3515 8541 295
1078 837 493
2588 488 634
7501 2584 497
7304 374 631
7104 7890 521
4913 4443 862
7999 7044 611
3896 451 434
9923 7643 189
3881 1064 855
6973 2316 821
999 5703 344
7961 9116 579
3450 7165 7
4363 5515 573
6001 4699 399
8291 6366 841
3214 185 393
9981 4870 720
2598 1838 617
6095 6705 52
5089 5096 644
6113 7624 931
3542 210 720
3402 8400 299
6383 1398 749
1093 5362 954
4645 486 309
5460 2196 854
6439 5108 622
2870 9175 484
8136 7687 535
7 4957 157
7038 9829 383
543 3042 8
79 5654 259
2364 2332 57
3657 1828 140
1175 7616 282
896 5386 131
6527 1729 639
828 7081 183
8289 1522 714
2639 8691 491
3847 7498 26
5335 2627 797
5716 2463 522
8150 9883 609
1821 7381 410
169 861 263
3060 8033 5
4662 5252 787
8341 874 196
9632 4262 63
941 7528 286
3086 9862 327
6178 6489 890
6927 7727 62
928 5900 67
5606 6502 567
9738 4923 106
1599 1568 64
6122 9607 636
9826 8782 198
3091 9015 336
9136 7954 167
5108 243 410
3551 2524 526
9342 7956 506
4632 7493 117
7097 4282 329
9074 4411 800
2683 7299 685
861 8049 968
8706 9467 629
5696 4199 899
7569 8256 831
9043 5592 184
8046 1510 251
8904 9468 895
2706 6067 405
6234 1965 855
5361 4962 948
4756 8285 558
8184 1011 383
975 3949 887
3126 9138 456
583 1213 384
2044 4149 172
7967 7541 86
4168 9273 424
850 2324 68
3033 7541 432
6086 4890 924
6385 7810 701
7133 5919 716
4938 746 779
1308 917 527
2928 2418 662
4649 2033 61
8263 3635 733
8334 1376 49
1783 801 714
7707 8013 698
5101 7339 464
5036 6693 229
1288 7031 389
6702 6532 425
6079 3313 215
4985 692 687
4704 7189 127
7437 1398 800
335 1161 322
3676 7807 697
5730 3521 430
1721 4383 454
4840 5167 450
7992 8462 140
7653 4504 691
6755 1502 4
9211 5188 353
809 6619 331
2782 5611 287
6823 4277 507
3417 9212 626
5754 1929 575
3153 2043 547
9458 6179 517
2391 7787 119
8422 4892 120
3758 5365 943
2091 3994 916
7073 5729 862
8784 809 93
4393 2102 838
1728 9948 507
6080 407 698
7780 8626 538
1712 420 858
3821 8046 45
2476 2974 16
8001 4765 300
6441 4511 382
9156 210 984
1461 6975 260
6851 8441 764
6804 4017 60
3895 4172 206
6603 9327 31
5472 5984 135
3866 8792 302
9889 9909 934
7282 3757 444
9408 8604 796
857 8175 602
3002 674 496
6707 5846 122
3380 509 442
8862 3748 283
4780 6684 505
3682 6498 794
1724 5089 759
4544 2624 619
2124 9735 305
7712 2093 166
4461 561 422
